student_id,profile_type,week,lms_logins,submission_delay,attendance,sentiment_score,activity_variance,burnout_label,dropout_label
992,chronic_low,12,14.04,12.34,63.9,-0.281,1.12,Medium,0
992,chronic_low,13,8.45,14.66,59.6,-0.594,1.45,High,0
992,chronic_low,14,7.57,13.3,76.61,-0.302,2.45,Medium,0
992,chronic_low,15,15.46,7.74,70.15,-0.394,1.83,Low,0
992,chronic_low,16,9.35,13.23,57.98,-0.258,3.13,Medium,0
993,sudden_disengagement,1,16.78,3.95,93.98,0.211,1.05,Low,0
993,sudden_disengagement,2,17.81,2.85,98.81,0.358,4.0,Low,0
993,sudden_disengagement,3,22.26,7.53,96.04,0.229,2.84,Low,0
993,sudden_disengagement,4,20.54,0.0,92.67,0.21,4.96,Low,0
993,sudden_disengagement,5,15.48,3.84,92.33,0.244,1.08,Low,0
993,sudden_disengagement,6,18.89,6.27,95.74,0.248,2.05,Low,0
993,sudden_disengagement,7,18.88,3.14,97.17,0.317,4.63,Low,0
993,sudden_disengagement,8,18.22,2.25,97.75,0.209,3.49,Low,0
993,sudden_disengagement,9,5.38,23.34,54.88,-0.388,3.21,Medium,1
993,sudden_disengagement,10,10.35,20.4,45.84,-0.548,1.45,High,1
993,sudden_disengagement,11,8.24,19.43,40.8,-0.456,2.1,High,1
993,sudden_disengagement,12,4.65,23.5,43.55,-0.55,1.57,High,1
993,sudden_disengagement,13,1.66,19.48,43.55,-0.725,1.92,High,1
993,sudden_disengagement,14,3.1,18.92,48.47,-0.238,1.32,High,1
993,sudden_disengagement,15,3.7,21.29,39.11,-0.617,2.67,High,1
993,sudden_disengagement,16,5.36,25.16,39.67,-0.505,2.23,High,1
994,consistent,1,21.74,5.41,86.48,0.441,4.76,Low,0
994,consistent,2,21.97,0.0,86.1,0.302,3.3,Low,0
994,consistent,3,22.47,0.36,84.74,0.396,1.89,Low,0
994,consistent,4,20.61,0.73,80.18,0.302,4.61,Low,0
994,consistent,5,21.62,0.51,90.48,0.334,2.23,Low,0
994,consistent,6,18.98,0.8,83.74,0.423,1.08,Low,0
994,consistent,7,19.64,1.98,85.52,0.43,4.48,Low,0
994,consistent,8,21.41,1.15,86.02,0.424,3.78,Low,0
994,consistent,9,23.75,2.59,88.14,0.296,2.4,Low,0
994,consistent,10,21.13,0.0,88.36,0.429,1.96,Low,0
994,consistent,11,23.45,0.0,88.52,0.485,3.88,Low,0
994,consistent,12,22.55,0.73,85.7,0.192,1.6,Low,0
994,consistent,13,19.29,0.0,90.19,0.353,2.31,Low,0
994,consistent,14,23.16,0.0,87.99,0.548,4.3,Low,0
994,consistent,15,24.0,0.0,87.38,0.369,3.48,Low,0
994,consistent,16,22.5,2.57,79.57,0.403,1.84,Low,0
995,gradual_burnout,1,16.95,7.8,86.61,0.2,3.55,Low,0
995,gradual_burnout,2,23.63,2.16,87.31,-0.035,1.22,Low,0
995,gradual_burnout,3,20.41,5.23,87.27,0.126,4.09,Low,0
995,gradual_burnout,4,21.04,0.0,85.86,0.05,2.62,Low,0
995,gradual_burnout,5,19.47,5.87,88.09,0.104,2.16,Low,0
995,gradual_burnout,6,20.1,5.49,92.7,0.006,3.23,Low,0
995,gradual_burnout,7,21.4,4.63,85.31,-0.034,5.0,Low,0
995,gradual_burnout,8,19.27,6.67,84.77,0.391,1.57,Low,0
995,gradual_burnout,9,19.2,9.5,83.38,-0.299,1.97,Low,0
995,gradual_burnout,10,19.49,5.93,90.03,-0.075,4.52,Low,0
995,gradual_burnout,11,15.83,6.27,81.34,-0.332,2.72,Low,0
995,gradual_burnout,12,15.18,5.21,85.62,-0.318,3.94,Low,0
995,gradual_burnout,13,18.15,9.25,83.9,-0.347,1.04,Low,0
995,gradual_burnout,14,15.55,8.66,77.86,-0.068,2.63,Low,0
995,gradual_burnout,15,15.33,9.54,78.5,-0.402,4.46,Low,0
995,gradual_burnout,16,14.95,5.14,75.86,-0.348,2.38,Low,0
996,sudden_disengagement,1,20.65,1.14,88.55,0.613,3.14,Low,0
996,sudden_disengagement,2,17.79,0.0,89.13,0.399,1.22,Low,0
996,sudden_disengagement,3,16.9,0.0,91.42,0.52,2.12,Low,0
996,sudden_disengagement,4,14.48,1.86,86.58,0.693,3.02,Low,0
996,sudden_disengagement,5,16.77,0.0,88.42,0.633,1.98,Low,0
996,sudden_disengagement,6,16.34,1.96,92.19,0.639,1.62,Low,0
996,sudden_disengagement,7,19.18,0.4,83.88,0.552,1.23,Low,0
996,sudden_disengagement,8,18.31,2.62,83.92,0.736,3.82,Low,0
996,sudden_disengagement,9,5.97,18.2,46.95,-0.133,2.7,High,0
996,sudden_disengagement,10,3.86,15.22,34.27,-0.338,1.82,High,0
996,sudden_disengagement,11,5.71,11.66,38.65,0.052,1.5,High,0
996,sudden_disengagement,12,6.29,9.68,34.2,-0.225,1.8,High,0
996,sudden_disengagement,13,5.65,13.1,42.37,-0.139,3.84,High,0
996,sudden_disengagement,14,5.27,10.04,42.44,-0.473,1.31,High,0
996,sudden_disengagement,15,6.7,16.82,35.82,-0.291,3.74,High,0
996,sudden_disengagement,16,8.35,17.94,53.11,-0.009,2.51,Medium,0
997,consistent,1,21.68,1.47,95.31,0.46,4.74,Low,0
997,consistent,2,22.46,0.71,96.26,0.211,1.2,Low,0
997,consistent,3,25.25,0.15,92.76,0.505,2.58,Low,0
997,consistent,4,22.89,2.16,88.6,0.36,4.09,Low,0
997,consistent,5,21.17,0.0,91.0,0.498,2.21,Low,0
997,consistent,6,21.98,0.0,93.84,0.541,3.47,Low,0
997,consistent,7,23.92,4.17,98.3,0.497,4.9,Low,0
997,consistent,8,19.73,0.0,93.7,0.514,2.36,Low,0
997,consistent,9,19.73,0.91,93.98,0.428,2.14,Low,0
997,consistent,10,23.91,0.0,97.81,0.481,4.31,Low,0
997,consistent,11,19.01,2.92,95.75,0.554,4.49,Low,0
997,consistent,12,24.06,0.0,98.5,0.629,2.41,Low,0
997,consistent,13,21.75,0.0,100.0,0.447,1.3,Low,0
997,consistent,14,23.02,0.0,91.8,0.482,2.06,Low,0
997,consistent,15,20.16,1.91,98.02,0.567,2.11,Low,0
997,consistent,16,19.56,0.0,99.09,0.477,1.12,Low,0
998,gradual_burnout,1,15.71,1.74,96.21,0.236,1.42,Low,0
998,gradual_burnout,2,13.36,2.46,91.85,0.212,2.13,Low,0
998,gradual_burnout,3,13.02,1.18,100.0,0.349,2.63,Low,0
998,gradual_burnout,4,15.92,0.27,96.35,0.283,2.82,Low,0
998,gradual_burnout,5,16.38,4.39,92.26,0.086,4.77,Low,0
998,gradual_burnout,6,13.01,3.3,95.89,0.248,4.1,Low,0
998,gradual_burnout,7,12.65,2.78,93.24,0.128,3.42,Low,0
998,gradual_burnout,8,14.32,4.1,92.7,0.056,3.65,Low,0
998,gradual_burnout,9,11.43,6.15,95.06,-0.035,2.76,Medium,0
998,gradual_burnout,10,16.58,7.9,90.93,-0.126,3.63,Low,0
998,gradual_burnout,11,8.88,8.11,87.96,-0.1,2.13,Medium,0
998,gradual_burnout,12,12.09,4.23,81.15,-0.154,2.79,Low,0
998,gradual_burnout,13,13.34,4.59,78.47,-0.149,3.48,Low,0
998,gradual_burnout,14,8.07,3.64,90.67,-0.164,1.34,Medium,0
998,gradual_burnout,15,5.08,11.88,86.88,-0.363,1.47,Medium,0
998,gradual_burnout,16,12.48,10.99,86.74,-0.318,3.97,Low,0
999,gradual_burnout,1,16.97,5.16,95.01,0.165,1.12,Low,0
999,gradual_burnout,2,23.44,1.48,85.0,0.285,1.01,Low,0
999,gradual_burnout,3,18.88,3.07,87.26,0.407,3.39,Low,0
999,gradual_burnout,4,23.17,1.39,91.9,0.096,2.31,Low,0
999,gradual_burnout,5,20.01,0.0,90.84,0.123,1.49,Low,0
999,gradual_burnout,6,17.63,1.56,82.41,0.035,3.37,Low,0
999,gradual_burnout,7,17.24,3.89,83.8,0.179,4.29,Low,0
999,gradual_burnout,8,17.43,8.98,83.32,-0.109,2.94,Low,0
999,gradual_burnout,9,16.34,4.34,88.34,0.008,3.21,Low,0
999,gradual_burnout,10,16.68,7.16,81.89,0.069,2.16,Low,0
999,gradual_burnout,11,14.54,3.21,86.26,-0.22,2.56,Low,0
999,gradual_burnout,12,13.19,8.24,77.41,-0.174,4.45,Low,0
999,gradual_burnout,13,14.47,9.17,84.38,-0.012,4.17,Low,0
999,gradual_burnout,14,9.62,8.15,81.58,-0.231,3.16,Medium,0
999,gradual_burnout,15,13.93,7.31,84.01,-0.347,4.78,Low,0
999,gradual_burnout,16,14.05,5.81,72.99,-0.625,4.91,High,0
1000,gradual_burnout,1,21.74,4.53,86.28,0.384,2.03,Low,0
1000,gradual_burnout,2,15.78,5.2,76.09,0.72,1.5,Low,0
1000,gradual_burnout,3,13.41,6.57,82.69,0.513,1.33,Low,0
1000,gradual_burnout,4,13.93,3.2,83.97,0.388,2.34,Low,0
1000,gradual_burnout,5,15.57,6.26,83.24,0.559,3.37,Low,0
1000,gradual_burnout,6,16.99,4.44,79.95,0.37,3.12,Low,0
1000,gradual_burnout,7,12.11,6.17,80.67,0.273,1.27,Low,0
1000,gradual_burnout,8,16.58,7.97,82.57,0.312,1.31,Low,0
1000,gradual_burnout,9,14.69,7.2,79.02,0.218,2.02,Low,0
1000,gradual_burnout,10,12.3,9.19,76.44,0.208,4.7,Low,0
1000,gradual_burnout,11,15.17,7.21,81.43,0.155,2.65,Low,0
1000,gradual_burnout,12,8.05,9.79,73.37,0.018,1.88,Medium,0
1000,gradual_burnout,13,12.88,6.22,70.41,-0.051,3.69,Low,0
1000,gradual_burnout,14,10.34,8.91,75.15,0.175,3.71,Medium,0
1000,gradual_burnout,15,9.56,7.06,74.18,0.02,3.11,Medium,0
1000,gradual_burnout,16,10.1,9.25,74.4,-0.127,2.69,Medium,0
1001,gradual_burnout,1,21.81,0.0,84.61,0.23,3.3,Low,0
1001,gradual_burnout,2,19.04,0.0,81.79,0.321,2.22,Low,0
1001,gradual_burnout,3,23.27,1.28,84.73,0.338,1.51,Low,0
1001,gradual_burnout,4,24.08,1.52,91.53,0.378,3.17,Low,0
1001,gradual_burnout,5,23.57,2.08,81.43,0.42,4.36,Low,0
1001,gradual_burnout,6,22.02,3.13,87.34,0.329,1.72,Low,0
1001,gradual_burnout,7,18.17,1.01,84.22,0.172,2.54,Low,0
1001,gradual_burnout,8,19.64,5.3,84.75,0.265,1.6,Low,0
1001,gradual_burnout,9,19.42,5.45,88.73,0.009,4.92,Low,0
1001,gradual_burnout,10,16.99,3.29,84.17,0.185,1.13,Low,0
1001,gradual_burnout,11,18.69,5.57,82.32,0.134,2.11,Low,0
1001,gradual_burnout,12,16.65,8.01,83.13,0.141,1.88,Low,0
1001,gradual_burnout,13,16.75,6.92,84.96,0.253,4.65,Low,0
1001,gradual_burnout,14,14.0,4.95,76.32,-0.283,1.65,Low,0
1001,gradual_burnout,15,14.29,7.94,71.81,-0.053,1.14,Low,0
1001,gradual_burnout,16,13.13,4.95,76.45,-0.061,1.83,Low,0
1002,sudden_disengagement,1,20.02,1.16,89.88,0.231,2.7,Low,0
1002,sudden_disengagement,2,24.39,1.26,89.63,0.293,3.64,Low,0
1002,sudden_disengagement,3,22.33,0.0,92.55,0.29,1.07,Low,0
1002,sudden_disengagement,4,21.91,0.0,93.3,0.304,1.57,Low,0
1002,sudden_disengagement,5,22.71,0.0,88.87,0.28,4.08,Low,0
1002,sudden_disengagement,6,22.58,1.49,91.6,0.468,1.1,Low,0
1002,sudden_disengagement,7,6.3,13.04,50.26,-0.518,1.37,High,0
1002,sudden_disengagement,8,4.27,16.66,29.7,-0.531,1.25,High,1
1002,sudden_disengagement,9,1.81,20.06,32.25,-0.259,4.88,High,1
1002,sudden_disengagement,10,7.52,20.27,43.2,-0.393,4.74,High,1
1002,sudden_disengagement,11,4.76,12.05,50.25,-0.398,3.19,High,1
1002,sudden_disengagement,12,7.06,8.99,55.35,-0.701,4.26,High,1
1002,sudden_disengagement,13,9.29,17.94,55.7,-0.665,1.49,High,1
1002,sudden_disengagement,14,5.44,12.14,36.09,-0.406,3.12,High,1
1002,sudden_disengagement,15,2.85,7.97,53.96,-0.787,2.85,High,1
1002,sudden_disengagement,16,7.28,14.45,45.05,-0.365,1.7,High,1
1003,sudden_disengagement,1,29.2,1.63,94.47,0.41,4.53,Low,0
1003,sudden_disengagement,2,19.89,0.6,97.44,0.38,2.92,Low,0
1003,sudden_disengagement,3,19.84,0.88,95.47,0.633,3.2,Low,0
1003,sudden_disengagement,4,20.28,2.03,92.35,0.447,3.16,Low,0
1003,sudden_disengagement,5,23.1,2.13,96.66,0.45,1.13,Low,0
1003,sudden_disengagement,6,25.47,1.65,96.08,0.627,3.0,Low,0
1003,sudden_disengagement,7,21.76,2.5,94.73,0.567,1.42,Low,0
1003,sudden_disengagement,8,4.44,18.97,36.8,-0.408,4.07,High,1
1003,sudden_disengagement,9,6.21,18.37,50.87,0.037,1.16,Medium,1
1003,sudden_disengagement,10,5.81,13.98,46.93,-0.123,2.91,High,1
1003,sudden_disengagement,11,4.03,17.56,48.54,0.166,4.76,High,1
1003,sudden_disengagement,12,4.25,22.12,54.33,-0.215,3.41,High,1
1003,sudden_disengagement,13,6.92,17.74,39.6,0.121,4.61,High,1
1003,sudden_disengagement,14,4.25,17.6,50.96,-0.325,4.38,High,1
1003,sudden_disengagement,15,5.8,14.2,56.33,-0.264,2.18,Medium,1
1003,sudden_disengagement,16,3.11,15.73,44.05,0.342,3.25,High,1
1004,consistent,1,20.85,0.0,92.5,0.357,2.6,Low,0
1004,consistent,2,18.65,0.0,92.32,0.373,2.59,Low,0
1004,consistent,3,20.16,2.85,91.1,0.297,2.64,Low,0
1004,consistent,4,19.71,0.47,89.47,0.444,1.28,Low,0
1004,consistent,5,20.2,1.55,93.08,0.314,1.83,Low,0
1004,consistent,6,16.14,1.95,91.54,0.253,2.69,Low,0
1004,consistent,7,23.01,0.03,90.41,0.219,4.85,Low,0
1004,consistent,8,21.01,0.0,97.28,0.303,3.38,Low,0
1004,consistent,9,20.49,1.38,84.13,0.269,2.35,Low,0
1004,consistent,10,15.32,0.0,97.17,0.325,2.15,Low,0
1004,consistent,11,20.33,8.77,87.58,0.384,4.87,Low,0
1004,consistent,12,18.02,2.9,90.35,0.538,2.81,Low,0
1004,consistent,13,23.18,1.13,89.25,0.394,3.02,Low,0
1004,consistent,14,17.98,0.95,96.92,0.217,1.28,Low,0
1004,consistent,15,16.88,6.49,94.9,0.319,3.88,Low,0
1004,consistent,16,18.4,0.0,86.73,0.255,1.71,Low,0
1005,sudden_disengagement,1,18.07,6.88,94.73,0.559,2.84,Low,0
1005,sudden_disengagement,2,16.2,3.37,94.53,0.571,1.49,Low,0
1005,sudden_disengagement,3,18.06,2.49,93.0,0.578,3.16,Low,0
1005,sudden_disengagement,4,16.04,7.03,96.02,0.61,2.07,Low,0
1005,sudden_disengagement,5,18.49,1.46,93.26,0.424,4.89,Low,0
1005,sudden_disengagement,6,17.82,6.64,98.62,0.43,2.92,Low,0
1005,sudden_disengagement,7,20.61,1.53,96.79,0.47,3.35,Low,0
1005,sudden_disengagement,8,11.45,21.22,53.25,-0.069,3.77,Medium,0
1005,sudden_disengagement,9,4.18,21.06,47.3,-0.165,2.51,High,0
1005,sudden_disengagement,10,9.62,23.66,54.09,-0.464,1.27,Medium,1
1005,sudden_disengagement,11,7.98,23.82,54.7,-0.066,1.09,Medium,1
1005,sudden_disengagement,12,6.53,16.06,54.74,-0.417,3.59,Medium,1
1005,sudden_disengagement,13,6.55,15.7,38.39,-0.071,2.45,High,1
1005,sudden_disengagement,14,3.64,10.73,44.26,-0.188,1.09,High,1
1005,sudden_disengagement,15,4.79,19.84,56.19,-0.342,4.17,High,1
1005,sudden_disengagement,16,5.23,16.39,48.37,-0.352,1.51,High,1
1006,consistent,1,25.52,2.12,95.98,0.463,3.86,Low,0
1006,consistent,2,23.99,1.16,99.46,0.507,3.99,Low,0
1006,consistent,3,24.38,0.85,100.0,0.566,1.06,Low,0
1006,consistent,4,23.05,0.0,100.0,0.483,3.9,Low,0
1006,consistent,5,23.43,0.0,96.92,0.494,1.58,Low,0
1006,consistent,6,21.93,1.47,98.01,0.529,3.19,Low,0
1006,consistent,7,26.75,0.0,98.38,0.698,1.54,Low,0
1006,consistent,8,23.08,2.35,99.02,0.485,3.82,Low,0
1006,consistent,9,24.66,0.18,100.0,0.791,2.22,Low,0
1006,consistent,10,21.92,0.46,98.02,0.52,4.42,Low,0
1006,consistent,11,22.63,0.0,97.83,0.48,4.55,Low,0
1006,consistent,12,21.59,0.39,100.0,0.697,4.5,Low,0
1006,consistent,13,25.18,0.8,100.0,0.464,3.47,Low,0
1006,consistent,14,23.05,2.61,99.55,0.595,1.07,Low,0
1006,consistent,15,26.39,0.0,99.41,0.535,4.14,Low,0
1006,consistent,16,24.14,0.28,95.49,0.535,4.59,Low,0
1007,chronic_low,1,10.3,4.99,72.75,-0.019,4.28,Medium,0
1007,chronic_low,2,7.38,4.89,71.77,-0.108,3.3,Medium,0
1007,chronic_low,3,7.14,6.89,72.86,-0.132,2.93,Medium,0
1007,chronic_low,4,6.62,5.29,74.9,-0.086,1.95,Medium,0
1007,chronic_low,5,5.65,9.79,71.71,0.179,4.92,Medium,0
1007,chronic_low,6,3.71,0.86,80.97,-0.275,3.67,High,0
1007,chronic_low,7,4.53,4.83,81.77,-0.051,2.81,High,0
1007,chronic_low,8,4.64,4.7,80.78,-0.088,3.3,High,0
1007,chronic_low,9,7.28,7.6,57.12,-0.204,1.16,Medium,0
1007,chronic_low,10,9.29,7.33,71.6,-0.155,4.55,Medium,0
1007,chronic_low,11,7.01,1.58,72.08,0.088,3.72,Medium,0
1007,chronic_low,12,10.24,12.94,61.33,-0.149,1.14,Medium,0
1007,chronic_low,13,6.15,4.29,64.35,-0.026,1.85,Medium,0
1007,chronic_low,14,8.2,7.33,80.53,-0.056,2.72,Medium,0
1007,chronic_low,15,10.04,9.84,73.98,-0.032,3.5,Medium,0
1007,chronic_low,16,10.01,5.4,74.9,-0.602,3.47,High,0
1008,consistent,1,17.01,0.0,98.32,0.346,3.19,Low,0
1008,consistent,2,24.7,0.0,87.18,0.267,3.94,Low,0
1008,consistent,3,17.76,0.0,94.85,0.272,2.99,Low,0
1008,consistent,4,22.82,3.65,97.14,0.321,1.47,Low,0
1008,consistent,5,20.39,0.0,98.38,0.31,2.41,Low,0
1008,consistent,6,17.2,0.0,93.87,0.4,2.38,Low,0
1008,consistent,7,14.04,3.57,100.0,0.211,3.19,Low,0
1008,consistent,8,16.94,0.0,92.47,0.314,4.53,Low,0
1008,consistent,9,22.76,0.0,90.7,0.249,4.26,Low,0
1008,consistent,10,17.47,0.0,93.41,0.301,2.85,Low,0
1008,consistent,11,20.75,1.25,92.46,0.444,1.21,Low,0
1008,consistent,12,21.53,0.0,93.59,0.163,3.69,Low,0
1008,consistent,13,20.36,1.12,90.37,0.276,3.25,Low,0
1008,consistent,14,19.11,2.64,92.11,0.279,3.43,Low,0
1008,consistent,15,17.95,1.52,92.49,0.47,1.06,Low,0
1008,consistent,16,20.68,0.0,94.12,0.339,2.96,Low,0
1009,consistent,1,22.17,0.0,94.39,0.773,4.52,Low,0
1009,consistent,2,23.09,0.16,94.53,0.802,4.48,Low,0
1009,consistent,3,23.11,0.0,94.1,0.656,3.62,Low,0
1009,consistent,4,21.44,2.68,91.26,0.866,4.71,Low,0
1009,consistent,5,20.41,0.0,93.23,0.779,1.76,Low,0
1009,consistent,6,24.38,1.0,95.31,0.678,1.77,Low,0
1009,consistent,7,24.75,0.0,93.79,0.633,3.91,Low,0
1009,consistent,8,20.41,0.0,93.7,0.717,4.74,Low,0
1009,consistent,9,20.05,0.48,94.87,0.57,2.1,Low,0
1009,consistent,10,22.33,0.0,88.98,0.752,3.75,Low,0
1009,consistent,11,21.75,0.1,88.88,0.563,4.98,Low,0
1009,consistent,12,24.44,0.0,96.27,0.883,3.2,Low,0
1009,consistent,13,23.81,0.0,95.47,0.804,3.11,Low,0
1009,consistent,14,21.54,1.98,98.41,0.644,2.42,Low,0
1009,consistent,15,24.89,1.9,88.06,0.669,3.39,Low,0
1009,consistent,16,23.27,2.42,99.28,0.751,1.53,Low,0
1010,consistent,1,19.18,0.72,97.58,0.481,4.04,Low,0
1010,consistent,2,18.58,0.0,94.66,0.525,2.82,Low,0
1010,consistent,3,15.0,0.0,100.0,0.605,4.76,Low,0
1010,consistent,4,14.64,0.95,100.0,0.417,4.92,Low,0
1010,consistent,5,19.76,2.97,97.11,0.571,3.36,Low,0
1010,consistent,6,14.71,0.05,100.0,0.756,4.38,Low,0
1010,consistent,7,17.97,0.0,99.71,0.391,3.82,Low,0
1010,consistent,8,12.99,1.12,97.44,0.618,1.33,Low,0
1010,consistent,9,17.17,4.41,100.0,0.604,4.27,Low,0
1010,consistent,10,16.83,2.25,94.14,0.513,2.91,Low,0
1010,consistent,11,20.82,1.58,98.43,0.581,1.62,Low,0
1010,consistent,12,13.31,0.03,95.46,0.693,4.68,Low,0
1010,consistent,13,16.09,0.0,94.76,0.569,3.64,Low,0
1010,consistent,14,16.46,2.93,99.85,0.438,3.23,Low,0
1010,consistent,15,19.92,0.0,100.0,0.557,2.49,Low,0
1010,consistent,16,20.55,0.0,98.57,0.652,3.8,Low,0
1011,consistent,1,18.47,5.24,93.06,0.126,2.02,Low,0
1011,consistent,2,19.09,0.0,88.0,0.199,1.67,Low,0
1011,consistent,3,15.83,0.64,84.83,-0.011,1.68,Low,0
1011,consistent,4,17.11,0.08,90.78,0.316,1.05,Low,0
1011,consistent,5,16.98,0.0,95.83,0.095,2.45,Low,0
1011,consistent,6,21.15,0.0,89.61,0.253,3.98,Low,0
1011,consistent,7,17.28,4.27,89.82,0.171,3.07,Low,0
1011,consistent,8,21.88,1.41,85.14,0.236,3.17,Low,0
1011,consistent,9,17.26,1.42,91.9,0.285,4.88,Low,0
1011,consistent,10,21.34,2.54,92.81,0.199,3.5,Low,0
1011,consistent,11,17.49,0.0,91.46,0.2,4.15,Low,0
1011,consistent,12,18.48,5.05,90.27,0.104,3.57,Low,0
1011,consistent,13,20.27,0.0,86.08,0.255,1.54,Low,0
1011,consistent,14,14.99,0.0,91.66,0.195,1.39,Low,0
1011,consistent,15,18.76,0.0,95.12,0.029,1.18,Low,0
1011,consistent,16,17.32,0.0,94.42,0.339,3.97,Low,0
1012,chronic_low,1,11.52,9.49,50.08,-0.11,1.9,Medium,0
1012,chronic_low,2,10.05,8.62,52.38,-0.164,2.08,Medium,0
1012,chronic_low,3,10.65,10.06,50.64,-0.22,1.6,Medium,0
1012,chronic_low,4,10.25,12.79,49.14,-0.231,1.36,High,0
1012,chronic_low,5,10.25,12.57,53.31,-0.199,3.71,Medium,0
1012,chronic_low,6,12.53,11.51,51.03,-0.104,3.87,Medium,0
1012,chronic_low,7,16.3,11.43,42.32,-0.396,3.4,High,0
1012,chronic_low,8,11.15,14.5,45.0,0.072,3.39,High,0
1012,chronic_low,9,15.17,7.67,45.03,-0.371,1.2,High,0
1012,chronic_low,10,13.35,12.2,47.66,-0.297,2.01,High,0
1012,chronic_low,11,15.13,14.86,47.04,-0.336,4.59,High,0
1012,chronic_low,12,9.97,7.41,50.74,-0.491,3.88,Medium,0
1012,chronic_low,13,6.73,9.02,55.52,0.348,3.01,Medium,0
1012,chronic_low,14,16.86,14.49,55.36,-0.451,4.01,Medium,0
1012,chronic_low,15,7.23,10.73,53.09,0.048,3.19,Medium,0
1012,chronic_low,16,12.49,17.02,40.68,-0.167,2.06,High,0
1013,gradual_burnout,1,16.89,0.92,92.77,0.168,1.79,Low,0
1013,gradual_burnout,2,14.06,5.88,90.55,0.331,4.71,Low,0
1013,gradual_burnout,3,15.92,4.22,92.21,0.216,1.49,Low,0
1013,gradual_burnout,4,16.47,1.05,87.9,0.321,1.99,Low,0
1013,gradual_burnout,5,16.47,5.57,88.73,0.415,4.68,Low,0
1013,gradual_burnout,6,10.47,4.36,85.23,0.306,2.62,Medium,0
1013,gradual_burnout,7,12.29,2.43,85.64,0.25,2.41,Low,0
1013,gradual_burnout,8,13.08,2.44,87.04,0.048,3.84,Low,0
1013,gradual_burnout,9,12.8,11.7,84.98,0.191,4.35,Low,0
1013,gradual_burnout,10,9.96,4.19,81.14,0.254,1.45,Medium,0
1013,gradual_burnout,11,12.91,6.06,86.7,0.056,4.46,Low,0
1013,gradual_burnout,12,12.35,4.35,80.68,-0.024,2.74,Low,0
1013,gradual_burnout,13,7.46,5.87,80.04,-0.21,4.43,Medium,0
1013,gradual_burnout,14,6.81,7.03,79.08,0.098,2.44,Medium,0
1013,gradual_burnout,15,12.08,10.3,86.9,-0.157,1.25,Low,0
1013,gradual_burnout,16,4.27,10.55,78.45,-0.29,3.09,High,0
1014,consistent,1,21.83,0.55,87.58,0.242,1.06,Low,0
1014,consistent,2,23.54,2.52,92.93,0.42,3.63,Low,0
1014,consistent,3,22.41,6.02,90.77,0.321,3.01,Low,0
1014,consistent,4,22.91,2.28,100.0,0.365,1.21,Low,0
1014,consistent,5,16.33,3.01,96.39,0.325,4.78,Low,0
1014,consistent,6,21.24,1.19,96.63,0.235,3.53,Low,0
1014,consistent,7,19.58,0.95,95.39,0.39,3.26,Low,0
1014,consistent,8,19.24,3.42,93.04,0.599,4.19,Low,0
1014,consistent,9,17.73,5.39,96.97,0.263,4.16,Low,0
1014,consistent,10,19.65,0.0,97.58,0.2,2.38,Low,0
1014,consistent,11,19.03,1.35,92.87,0.354,1.84,Low,0
1014,consistent,12,17.57,6.46,91.98,0.485,3.69,Low,0
1014,consistent,13,19.5,2.14,98.25,0.28,3.96,Low,0
1014,consistent,14,20.38,2.48,93.56,0.335,1.12,Low,0
1014,consistent,15,17.29,6.6,93.48,0.357,3.43,Low,0
1014,consistent,16,20.34,1.09,94.55,0.322,4.38,Low,0
1015,chronic_low,1,11.35,5.86,60.28,-0.214,3.35,Medium,0
1015,chronic_low,2,9.64,7.75,55.5,-0.148,1.32,Medium,0
1015,chronic_low,3,8.93,2.91,57.72,-0.083,1.42,Medium,0
1015,chronic_low,4,11.91,5.01,59.94,-0.091,3.64,Medium,0
1015,chronic_low,5,12.13,7.47,58.78,-0.529,4.01,High,0
1015,chronic_low,6,8.73,4.97,60.35,-0.248,1.68,Medium,0
1015,chronic_low,7,9.94,3.28,61.37,-0.059,1.6,Medium,0
1015,chronic_low,8,8.52,7.85,61.61,0.119,2.19,Medium,0
1015,chronic_low,9,5.26,3.33,58.36,0.081,1.98,Medium,0
1015,chronic_low,10,12.16,1.38,65.37,-0.089,1.76,Medium,0
1015,chronic_low,11,11.99,3.27,63.34,0.141,2.17,Medium,0
1015,chronic_low,12,9.19,4.55,60.2,-0.263,2.77,Medium,0
1015,chronic_low,13,4.75,4.3,72.93,0.02,3.26,High,0
1015,chronic_low,14,5.72,6.77,60.16,0.043,4.58,Medium,0
1015,chronic_low,15,6.75,1.54,55.8,0.059,2.43,Medium,0
1015,chronic_low,16,14.08,7.46,62.84,0.008,4.2,Medium,0
1016,sudden_disengagement,1,17.85,0.0,98.99,0.266,4.93,Low,0
1016,sudden_disengagement,2,17.8,4.48,94.79,0.465,2.42,Low,0
1016,sudden_disengagement,3,18.01,0.66,93.07,0.473,4.22,Low,0
1016,sudden_disengagement,4,22.65,4.51,98.91,0.216,2.68,Low,0
1016,sudden_disengagement,5,16.77,3.55,92.38,0.272,2.12,Low,0
1016,sudden_disengagement,6,19.44,1.89,89.96,0.387,1.73,Low,0
1016,sudden_disengagement,7,19.86,2.67,89.43,0.241,1.78,Low,0
1016,sudden_disengagement,8,7.95,19.51,61.72,-0.116,4.92,Medium,0
1016,sudden_disengagement,9,5.36,19.52,38.98,-0.418,3.63,High,1
